dataset,cell,pack_sequences,max_steps,max_lr,seed,final_val_loss,best_val_loss,best_val_step,wall_seconds,log_path
alpaca_third,packed_118,True,118,0.00025,1338,2.1442,2.1442,118,105,logs/lr_scaling/alpaca_third_packed_118_lr0.00025_seed1338.csv
alpaca_third,packed_118,True,118,0.00025,1339,2.1357,2.1357,118,273,logs/lr_scaling/alpaca_third_packed_118_lr0.00025_seed1339.csv
alpaca_third,unpacked_530,False,530,3e-05,1338,2.1443,2.1443,530,372,logs/lr_scaling/alpaca_third_unpacked_530_lr3e-05_seed1338.csv
alpaca_third,unpacked_530,False,530,6e-05,1338,2.1395,2.1395,530,373,logs/lr_scaling/alpaca_third_unpacked_530_lr6e-05_seed1338.csv
alpaca_third,unpacked_530,False,530,3e-05,1339,2.1343,2.1343,530,941,logs/lr_scaling/alpaca_third_unpacked_530_lr3e-05_seed1339.csv
alpaca_third,unpacked_530,False,530,6e-05,1339,2.1288,2.1288,530,372,logs/lr_scaling/alpaca_third_unpacked_530_lr6e-05_seed1339.csv
alpaca_third,unpacked_530,False,530,9e-05,1339,2.1432,2.1432,530,372,logs/lr_scaling/alpaca_third_unpacked_530_lr9e-05_seed1339.csv
alpaca_third,unpacked_530,False,530,9e-05,1338,2.1532,2.1532,530,842,logs/lr_scaling/alpaca_third_unpacked_530_lr9e-05_seed1338.csv
alpaca_ninth,packed_39,True,39,6e-05,1338,2.1788,2.1788,39,38,logs/lr_scaling/alpaca_ninth_packed_39_lr6e-05_seed1338.csv
alpaca_ninth,packed_39,True,39,6e-05,1339,2.2292,2.2292,39,69,logs/lr_scaling/alpaca_ninth_packed_39_lr6e-05_seed1339.csv
alpaca_ninth,packed_39,True,39,9e-05,1338,2.1661,2.1661,39,39,logs/lr_scaling/alpaca_ninth_packed_39_lr9e-05_seed1338.csv
alpaca_ninth,packed_39,True,39,0.00015,1338,2.1683,2.1683,39,40,logs/lr_scaling/alpaca_ninth_packed_39_lr0.00015_seed1338.csv
alpaca_ninth,packed_39,True,39,9e-05,1339,2.2167,2.2167,39,80,logs/lr_scaling/alpaca_ninth_packed_39_lr9e-05_seed1339.csv
alpaca_ninth,packed_39,True,39,0.00015,1339,2.2159,2.2159,39,40,logs/lr_scaling/alpaca_ninth_packed_39_lr0.00015_seed1339.csv
alpaca_ninth,unpacked_177,False,177,3e-05,1338,2.1650,2.1650,177,133,logs/lr_scaling/alpaca_ninth_unpacked_177_lr3e-05_seed1338.csv
alpaca_ninth,unpacked_177,False,177,6e-05,1338,2.1514,2.1514,177,132,logs/lr_scaling/alpaca_ninth_unpacked_177_lr6e-05_seed1338.csv
alpaca_ninth,unpacked_177,False,177,3e-05,1339,2.2150,2.2150,177,336,logs/lr_scaling/alpaca_ninth_unpacked_177_lr3e-05_seed1339.csv
alpaca_ninth,unpacked_177,False,177,6e-05,1339,2.2002,2.2002,177,131,logs/lr_scaling/alpaca_ninth_unpacked_177_lr6e-05_seed1339.csv
alpaca_ninth,unpacked_177,False,177,9e-05,1339,2.2063,2.2063,177,131,logs/lr_scaling/alpaca_ninth_unpacked_177_lr9e-05_seed1339.csv
alpaca_ninth,unpacked_177,False,177,9e-05,1338,2.1601,2.1601,177,310,logs/lr_scaling/alpaca_ninth_unpacked_177_lr9e-05_seed1338.csv
dolly_third,unpacked_143,False,143,3e-06,1337,2.8911,2.8911,143,103,logs/lr_scaling/dolly_third_unpacked_143_lr3e-06_seed1337.csv
dolly_third,unpacked_143,False,143,2e-05,1337,2.8238,2.8238,143,110,logs/lr_scaling/dolly_third_unpacked_143_lr2e-05_seed1337.csv
dolly_third,unpacked_143,False,143,1e-05,1337,2.8465,2.8465,143,309,logs/lr_scaling/dolly_third_unpacked_143_lr1e-05_seed1337.csv
dolly_third,unpacked_143,False,143,3e-05,1337,2.8124,2.8124,143,109,logs/lr_scaling/dolly_third_unpacked_143_lr3e-05_seed1337.csv
dolly_third,unpacked_143,False,143,9e-05,1337,2.8189,2.8189,143,108,logs/lr_scaling/dolly_third_unpacked_143_lr9e-05_seed1337.csv
dolly_third,unpacked_143,False,143,0.00015,1337,2.8555,2.8555,143,108,logs/lr_scaling/dolly_third_unpacked_143_lr0.00015_seed1337.csv
dolly_third,unpacked_143,False,143,6e-05,1337,2.8078,2.8078,143,299,logs/lr_scaling/dolly_third_unpacked_143_lr6e-05_seed1337.csv
dolly_third,unpacked_143,False,143,0.00025,1337,2.9428,2.9428,143,108,logs/lr_scaling/dolly_third_unpacked_143_lr0.00025_seed1337.csv
